DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00247,Methysergide,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB00247,Methysergide,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB00247,Methysergide,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB00247,Methysergide,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB00247,Methysergide,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB00247,Methysergide,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB00247,Methysergide,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F
DB00247,Methysergide,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E
DB00248,Cabergoline,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB00248,Cabergoline,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB00248,Cabergoline,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB00248,Cabergoline,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB00248,Cabergoline,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB00248,Cabergoline,SmallMoleculeDrug,P21917,D(4) dopamine receptor
DB00248,Cabergoline,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB00248,Cabergoline,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P21918,D(1B) dopamine receptor
DB00248,Cabergoline,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB00248,Cabergoline,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB00248,Cabergoline,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB00248,Cabergoline,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB00248,Cabergoline,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00248,Cabergoline,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB00248,Cabergoline,SmallMoleculeDrug,P21918,D(1B) dopamine receptor
DB00249,Idoxuridine,SmallMoleculeDrug,Q9QNF7,Thymidine kinase
DB00250,Dapsone,SmallMoleculeDrug,P0C0X2,Inactive dihydropteroate synthase 2
DB00250,Dapsone,SmallMoleculeDrug,P0C0X1,Dihydropteroate synthase
DB00251,Terconazole,SmallMoleculeDrug,P10613,Lanosterol 14-alpha demethylase
DB00252,Phenytoin,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00252,Phenytoin,SmallMoleculeDrug,P35498,Sodium channel protein type 1 subunit alpha
DB00252,Phenytoin,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00252,Phenytoin,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB00252,Phenytoin,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB00252,Phenytoin,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB00252,Phenytoin,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB00252,Phenytoin,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB00252,Phenytoin,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB00252,Phenytoin,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB00252,Phenytoin,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB00252,Phenytoin,SmallMoleculeDrug,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
DB00252,Phenytoin,SmallMoleculeDrug,Q99250,Sodium channel protein type 2 subunit alpha
DB00252,Phenytoin,SmallMoleculeDrug,Q9UQD0,Sodium channel protein type 8 subunit alpha
DB00252,Phenytoin,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2
DB00252,Phenytoin,SmallMoleculeDrug,Q07699,Sodium channel subunit beta-1
DB00252,Phenytoin,SmallMoleculeDrug,Q9NY46,Sodium channel protein type 3 subunit alpha
DB00252,Phenytoin,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00252,Phenytoin,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00252,Phenytoin,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00252,Phenytoin,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00252,Phenytoin,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00252,Phenytoin,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00252,Phenytoin,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00252,Phenytoin,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00252,Phenytoin,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00252,Phenytoin,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00252,Phenytoin,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00252,Phenytoin,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00252,Phenytoin,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00252,Phenytoin,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00252,Phenytoin,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00252,Phenytoin,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00253,Medrysone,SmallMoleculeDrug,P04150,Glucocorticoid receptor
DB00255,Diethylstilbestrol,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P03372,Estrogen receptor
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P62508,Estrogen-related receptor gamma
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P11474,Steroid hormone receptor ERR1
DB00255,Diethylstilbestrol,SmallMoleculeDrug,O95718,Steroid hormone receptor ERR2
DB00255,Diethylstilbestrol,SmallMoleculeDrug,Q15596,Nuclear receptor coactivator 2
DB00255,Diethylstilbestrol,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P10275,Androgen receptor
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P04278,Sex hormone-binding globulin
DB00256,Lymecycline,SmallMoleculeDrug,P0A7V8,30S ribosomal protein S4
DB00257,Clotrimazole,SmallMoleculeDrug,P10613,Lanosterol 14-alpha demethylase
DB00257,Clotrimazole,SmallMoleculeDrug,O15554,Intermediate conductance calcium-activated potassium channel protein 4
DB00257,Clotrimazole,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2
DB00257,Clotrimazole,SmallMoleculeDrug,Q8TDS4,Hydroxycarboxylic acid receptor 2
DB00259,Sulfanilamide,SmallMoleculeDrug,P0AC13,Dihydropteroate synthase
DB00260,Cycloserine,SmallMoleculeDrug,P0A6J8,D-alanine--D-alanine ligase A
DB00260,Cycloserine,SmallMoleculeDrug,Q9L888,Alanine racemase
DB00261,Anagrelide,SmallMoleculeDrug,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB00262,Carmustine,SmallMoleculeDrug,P00390,"Glutathione reductase, mitochondrial"
DB00263,Sulfisoxazole,SmallMoleculeDrug,P0AC13,Dihydropteroate synthase
DB00264,Metoprolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00264,Metoprolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00264,Metoprolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB00264,Metoprolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB00264,Metoprolol,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB00266,Dicoumarol,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1
DB00266,Dicoumarol,SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1
DB00266,Dicoumarol,SmallMoleculeDrug,Q08257,Quinone oxidoreductase
DB00267,Cefmenoxime,SmallMoleculeDrug,P0AD68,Peptidoglycan synthase FtsI
DB00267,Cefmenoxime,SmallMoleculeDrug,Q8XJ01,Penicillin-binding protein 1A
DB00268,Ropinirole,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB00268,Ropinirole,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB00268,Ropinirole,SmallMoleculeDrug,P21917,D(4) dopamine receptor
DB00268,Ropinirole,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB00268,Ropinirole,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB00268,Ropinirole,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB00268,Ropinirole,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB00268,Ropinirole,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB00268,Ropinirole,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB00270,Isradipine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB00270,Isradipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB00270,Isradipine,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB00270,Isradipine,SmallMoleculeDrug,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
DB00270,Isradipine,SmallMoleculeDrug,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2
DB00270,Isradipine,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB00270,Isradipine,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB00272,Betazole,SmallMoleculeDrug,P25021,Histamine H2 receptor
DB00273,Topiramate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00273,Topiramate,SmallMoleculeDrug,P35498,Sodium channel protein type 1 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q9UI33,Sodium channel protein type 11 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q99250,Sodium channel protein type 2 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q9NY46,Sodium channel protein type 3 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,P35499,Sodium channel protein type 4 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q01118,Sodium channel protein type 7 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q9UQD0,Sodium channel protein type 8 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha
DB00273,Topiramate,SmallMoleculeDrug,P39086,"Glutamate receptor ionotropic, kainate 1"
DB00273,Topiramate,SmallMoleculeDrug,Q13002,"Glutamate receptor ionotropic, kainate 2"
DB00273,Topiramate,SmallMoleculeDrug,Q13003,"Glutamate receptor ionotropic, kainate 3"
DB00273,Topiramate,SmallMoleculeDrug,Q16099,"Glutamate receptor ionotropic, kainate 4"
DB00273,Topiramate,SmallMoleculeDrug,Q16478,"Glutamate receptor ionotropic, kainate 5"
DB00273,Topiramate,SmallMoleculeDrug,P00918,Carbonic anhydrase 2
DB00273,Topiramate,SmallMoleculeDrug,P22748,Carbonic anhydrase 4
DB00273,Topiramate,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB00273,Topiramate,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB00273,Topiramate,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB00273,Topiramate,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB00273,Topiramate,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB00273,Topiramate,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB00273,Topiramate,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB00273,Topiramate,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB00273,Topiramate,SmallMoleculeDrug,P00915,Carbonic anhydrase 1
DB00273,Topiramate,SmallMoleculeDrug,P07451,Carbonic anhydrase 3
DB00273,Topiramate,SmallMoleculeDrug,Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E
DB00274,Cefmetazole,SmallMoleculeDrug,C1KC03,Penicillin binding protein 2a
DB00274,Cefmetazole,SmallMoleculeDrug,P02918,Penicillin-binding protein 1A
DB00274,Cefmetazole,SmallMoleculeDrug,P02919,Penicillin-binding protein 1B
DB00274,Cefmetazole,SmallMoleculeDrug,P0AD68,Peptidoglycan synthase FtsI
DB00274,Cefmetazole,SmallMoleculeDrug,P0AEB2,D-alanyl-D-alanine carboxypeptidase DacA
DB00274,Cefmetazole,SmallMoleculeDrug,P08506,D-alanyl-D-alanine carboxypeptidase DacC
DB00275,Olmesartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor
DB00276,Amsacrine,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha
DB00276,Amsacrine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00276,Amsacrine,SmallMoleculeDrug,P02763,Alpha-1-acid glycoprotein 1
DB00276,Amsacrine,SmallMoleculeDrug,P02768,Serum albumin
DB00277,Theophylline,SmallMoleculeDrug,P30542,Adenosine receptor A1
DB00277,Theophylline,SmallMoleculeDrug,P29274,Adenosine receptor A2a
DB00277,Theophylline,SmallMoleculeDrug,P29275,Adenosine receptor A2b
DB00277,Theophylline,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB00277,Theophylline,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB00277,Theophylline,SmallMoleculeDrug,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB00277,Theophylline,SmallMoleculeDrug,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB00277,Theophylline,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB00277,Theophylline,SmallMoleculeDrug,Q99829,Copine-1
DB00277,Theophylline,SmallMoleculeDrug,Q8TCT9,Minor histocompatibility antigen H13
DB00277,Theophylline,SmallMoleculeDrug,Q15155,Nodal modulator 1
DB00277,Theophylline,SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1
DB00277,Theophylline,SmallMoleculeDrug,Q7Z5B4,Protein RIC-3
DB00277,Theophylline,SmallMoleculeDrug,Q9Y4R7,Tubulin monoglycylase TTLL3
DB00278,Argatroban,SmallMoleculeDrug,P00734,Prothrombin
DB00279,Liothyronine,SmallMoleculeDrug,P10827,Thyroid hormone receptor alpha
DB00279,Liothyronine,SmallMoleculeDrug,P10828,Thyroid hormone receptor beta
DB00279,Liothyronine,SmallMoleculeDrug,P12004,Proliferating cell nuclear antigen
DB00280,Disopyramide,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00280,Disopyramide,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB00280,Disopyramide,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB00280,Disopyramide,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB00280,Disopyramide,SmallMoleculeDrug,Q9NZV8,Potassium voltage-gated channel subfamily D member 2
DB00280,Disopyramide,SmallMoleculeDrug,Q9UK17,Potassium voltage-gated channel subfamily D member 3
DB00280,Disopyramide,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB00280,Disopyramide,SmallMoleculeDrug,P19652,Alpha-1-acid glycoprotein 2
DB00281,Lidocaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,P00533,Epidermal growth factor receptor
DB00281,Lidocaine,SmallMoleculeDrug,P35499,Sodium channel protein type 4 subunit alpha
DB00281,Lidocaine,SmallMoleculeDrug,P02763,Alpha-1-acid glycoprotein 1
DB00281,Lidocaine,SmallMoleculeDrug,P19652,Alpha-1-acid glycoprotein 2
DB00282,Pamidronic acid,SmallMoleculeDrug,P14324,Farnesyl pyrophosphate synthase
DB00282,Pamidronic acid,SmallMoleculeDrug,O95749,Geranylgeranyl pyrophosphate synthase
DB00282,Pamidronic acid,SmallMoleculeDrug,P42574,Caspase-3
DB00282,Pamidronic acid,SmallMoleculeDrug,P55211,Caspase-9
DB00283,Clemastine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB00284,Acarbose,SmallMoleculeDrug,O43451,"Maltase-glucoamylase, intestinal"
DB00284,Acarbose,SmallMoleculeDrug,P14410,"Sucrase-isomaltase, intestinal"
DB00284,Acarbose,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB00284,Acarbose,SmallMoleculeDrug,P10253,Lysosomal alpha-glucosidase
DB00285,Venlafaxine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00285,Venlafaxine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00285,Venlafaxine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB00286,Conjugated estrogens,SmallMoleculeDrug,P03372,Estrogen receptor
DB00287,Travoprost,SmallMoleculeDrug,P43088,Prostaglandin F2-alpha receptor
DB00288,Amcinonide,SmallMoleculeDrug,P04150,Glucocorticoid receptor
DB00288,Amcinonide,SmallMoleculeDrug,P04083,Annexin A1
DB00289,Atomoxetine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB00289,Atomoxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB00289,Atomoxetine,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB00289,Atomoxetine,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB00289,Atomoxetine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB00289,Atomoxetine,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
DB00289,Atomoxetine,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB00289,Atomoxetine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB00289,Atomoxetine,SmallMoleculeDrug,O60391,"Glutamate receptor ionotropic, NMDA 3B"
DB00289,Atomoxetine,SmallMoleculeDrug,P48549,G protein-activated inward rectifier potassium channel 1
DB00289,Atomoxetine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00290,Bleomycin,SmallMoleculeDrug,P18858,DNA ligase 1
DB00290,Bleomycin,SmallMoleculeDrug,P49916,DNA ligase 3
DB00292,Etomidate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00292,Etomidate,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB00292,Etomidate,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB00292,Etomidate,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB00292,Etomidate,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB00292,Etomidate,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB00292,Etomidate,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB00292,Etomidate,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB00292,Etomidate,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB00292,Etomidate,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB00292,Etomidate,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB00292,Etomidate,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB00292,Etomidate,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB00292,Etomidate,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB00292,Etomidate,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB00292,Etomidate,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB00292,Etomidate,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB00292,Etomidate,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB00293,Raltitrexed,SmallMoleculeDrug,P04818,Thymidylate synthase
DB00293,Raltitrexed,SmallMoleculeDrug,Q05932,"Folylpolyglutamate synthase, mitochondrial"
DB00294,Etonogestrel,SmallMoleculeDrug,P06401,Progesterone receptor
DB00295,Morphine,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB00295,Morphine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB00295,Morphine,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB00295,Morphine,SmallMoleculeDrug,Q9Y6Y9,Lymphocyte antigen 96
DB00296,Ropivacaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00297,Bupivacaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB00297,Bupivacaine,SmallMoleculeDrug,P34995,Prostaglandin E2 receptor EP1 subtype
